0: 1 5 14 6 21, zy
11528: 1 5 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 16 4 14 5 1 23 7 1 17 5 1 24 1 5 16 4 12 4 17 1 7 24 6 18 4 10 4 18 6 24 7 1 17 4 12 4 16 5 1 24 1 5 17 1 7 23 1 5 14 4 16 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 5 1 24 1 5 16 4 12 2 4 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 4 2 12 4 16 5 1 24 1 5 18 6 22 6 21, zy
11529: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 12 4 18 6 22 6 20 6 22 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 22 6 20 6 22 6 18 4 12 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 10 4 18 4 10 4 18 4 8 2 8 4 20 6 20 6 22 6 20 6 22 6 18 5 1 24 1 5 18 6 22 6 20 6 22 6 20 6 20 4 8 2 8 4 18 4 10 4 18 4 10 4 18 6 22 6 21, zy
11530: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 12 4 16 5 1 24 1 5 16 4 12 2 4 2 10 4 16 4 14 4 12 4 18 6 22 6 21 1 6 1 21 6 22 6 18 4 12 4 14 4 16 4 10 2 4 2 12 4 16 5 1 24 1 5 16 4 12 4 18 6 22 6 21, zy
11531: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 12 4 14 2 2 2 12 4 14 4 16 5 1 24 1 6 1 19 6 22 6 20 6 22 6 20 6 22 6 19 1 6 1 24 1 5 16 4 14 4 12 2 2 2 14 4 12 4 18 6 22 6 21 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 12 4 16 6 25 1 5 18 5 1 25 6 16 4 12 4 18 6 22 6 21, zy
11532: 1 5 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 5 1 24 1 5 16 4 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 7 1 17 5 1 24 1 5 16 4 12 4 17 1 7 24 6 18 5 1 24 1 6 1 18 1 7 24 6 18 4 10 4 18 6 24 7 1 18 1 6 1 24 1 5 18 6 24 7 1 17 4 12 4 16 5 1 24 1 5 17 1 7 23 1 6 1 19 6 23 1 5 16 4 12 4 16 4 12 4 16 5 1 24 1 5 18 6 22 6 21, zy
11533: 1 5 14 4 14 4 14 4 14 5 1 21 6 21 1 6 1 21 6 20 6 22 6 20 6 22 6 18 4 12 4 14 4 14 4 16 6 24 7 1 17 4 10 2 6 4 21 1 6 1 21 6 20 6 22 6 18 4 12 4 14 2 2 2 12 4 14 4 14 4 14 4 14 4 14 4 14 4 12 2 2 2 14 4 12 4 18 6 22 6 20 6 21 1 6 1 21 4 6 2 10 4 17 1 7 24 6 16 4 14 4 14 4 12 4 18 6 22 6 20 6 22 6 20 6 21 1 6 1 21 6 21, zy
11534: 1 5 14 4 14 4 14 4 16 6 23 1 6 1 20 1 6 1 23 6 16 4 14 4 14 4 14 5 1 21 4 6 2 10 2 4 2 10 4 18 6 23 1 5 16 5 1 23 6 18 4 12 4 14 4 14 4 14 4 16 6 24 7 1 17 4 10 2 6 2 6 2 10 4 18 6 22 6 20 6 22 6 20 6 22 6 18 4 10 2 6 2 6 2 10 4 17 1 7 24 6 16 4 14 4 14 4 14 4 12 4 18 6 23 1 5 16 5 1 23 6 18 4 10 2 4 2 10 2 6 4 21, zy
11535: 1 5 14 4 14 4 14 4 16 6 24 6 18 4 10 2 4 2 10 2 6 4 21 1 6 1 21 6 20 6 23 1 6 1 19 6 24 7 1 19 6 22 6 20 6 22 6 20 6 22 6 19 1 7 24 6 19 1 6 1 23 6 20 6 21 1 6 1 21 4 6 2 10 2 4 2 10 4 18 6 24 6 16 4 14 4 14 4 14 5 1 21 4 8 4 20 6 22 6 20 6 21 1 6 1 23 6 18 6 24 6 18 6 24 6 18 6 23 1 6 1 21 6 20 6 22 6 20 4 8 4 21, zy
11536: 1 5 14 4 14 4 14 4 16 6 24 6 18 4 10 4 19 1 6 1 23 6 18 4 12 4 14 4 16 6 25 1 5 18 4 10 4 18 4 10 4 18 4 10 4 18 4 10 4 18 5 1 25 6 16 4 14 4 12 4 18 6 23 1 6 1 19 4 10 4 18 6 24 6 16 4 14 4 14 4 14 5 1 21 6 22 6 20 6 22 6 19 1 7 25 1 5 18 6 23 1 6 1 21 6 20 6 22 6 20 6 21 1 6 1 23 6 18 5 1 25 7 1 19 6 22 6 20 6 22 6 21, zy
11537: 1 5 14 4 14 4 14 4 16 6 24 6 18 5 1 24 1 6 1 19 4 8 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 12 2 4 2 8 2 8 4 19 1 6 1 24 1 5 18 6 24 6 16 4 14 4 14 4 14 5 1 21 6 22 6 20 6 22 6 18 4 12 4 16 5 1 23 6 20 6 22 6 19 1 7 25 1 5 18 6 23 1 6 1 20 1 6 1 23 6 18 5 1 25 7 1 19 6 22 6 20 6 23 1 5 16 4 12 4 18 6 22 6 20 6 22 6 21, zy
11538: 1 5 14 4 14 4 14 5 1 22 1 6 1 19 4 8 4 20 6 18 4 10 4 16 4 12 4 14 4 12 4 16 5 1 23 6 18 6 22 6 18 6 22 6 18 6 23 1 5 16 4 10 2 6 2 6 2 6 2 10 4 16 5 1 23 6 18 6 22 6 18 6 22 6 18 6 23 1 5 16 4 10 2 6 2 6 2 6 2 10 4 16 5 1 23 6 18 6 22 6 18 6 22 6 18 6 23 1 5 16 4 12 4 14 4 12 4 16 4 10 4 18 6 20 4 8 4 19 1 6 1 22, zy
11539: 1 5 14 4 14 4 14 5 1 22 1 6 1 21 6 18 4 8 2 8 2 4 2 10 2 4 2 10 4 16 4 12 4 14 4 12 4 16 4 10 2 4 2 10 2 4 2 8 2 8 4 18 6 21 1 6 1 22 1 5 14 4 14 4 14 5 1 23 7 1 17 4 10 4 18 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 23 1 5 16 4 10 2 4 2 10 2 4 2 10 4 16 5 1 23 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 18 4 10 4 17 1 7 23, zy
11540: 1 5 14 4 14 4 14 5 1 22 1 6 1 21 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 7 1 17 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 17 1 7 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 21 1 6 1 22 1 5 14 4 14 4 14 5 1 23 6 16 5 1 22 1 6 1 20 1 6 1 22 1 5 16 6 23, zy
11541: 1 5 14 4 14 4 14 5 1 23 6 16 4 10 2 6 4 20 6 19 1 6 1 23 6 16 4 12 4 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 4 12 4 16 5 1 23 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 23 1 5 16 4 12 4 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 4 12 4 16 6 23 1 6 1 19 6 20 4 6 2 10 4 16 6 23, zy
11542: 1 5 14 4 14 4 14 5 1 23 7 1 17 4 10 4 18 6 20 4 6 2 10 4 16 4 10 2 4 2 10 4 17 1 7 23 1 6 1 19 4 8 4 20 6 18 4 8 2 8 2 4 2 10 4 18 6 20 6 22 7 1 17 4 8 2 8 2 4 2 10 2 4 2 8 2 8 4 17 1 7 22 6 20 6 18 4 10 2 4 2 8 2 8 4 18 6 20 4 8 4 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 16 4 10 2 6 4 20 6 18 4 10 4 17 1 7 23, zy
11543: 1 5 14 4 14 4 16 5 1 24 1 5 16 4 14 4 14 5 1 21 6 22 6 20 6 23 1 5 16 4 12 4 18 6 24 7 1 17 4 12 4 16 4 12 4 16 4 14 5 1 22 1 6 1 21 6 20 6 23 1 6 1 19 4 10 4 18 5 1 25 6 16 4 14 4 14 4 14 4 16 6 25 1 5 18 4 10 4 19 1 6 1 23 6 20 6 21 1 6 1 22 1 5 14 4 16 4 12 4 16 4 12 4 17 1 7 24 6 18 4 12 4 16 5 1 23 6 20 6 22 6 21, zy
11544: 1 5 14 4 14 4 16 5 1 24 1 5 18 6 23 1 5 16 5 1 23 6 20 6 21 1 6 1 22 1 5 14 4 16 4 12 4 16 4 12 4 16 4 14 5 1 23 6 18 5 1 24 1 5 16 4 14 5 1 21 4 8 4 21 1 5 14 4 16 5 1 24 1 5 18 6 23 1 5 14 4 16 4 12 4 16 4 12 4 16 4 14 5 1 22 1 6 1 21 6 20 6 23 1 5 16 5 1 23 6 18 5 1 24 1 5 16 4 14 4 14 5 1 21 6 22 6 20 6 22 6 21, zy
11545: 1 5 14 4 14 4 16 5 1 24 1 6 1 19 6 23 1 5 16 5 1 23 6 20 6 20 4 8 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 21 6 20 4 8 2 8 4 20 6 20 6 23 1 5 16 5 1 23 6 20 6 20 4 8 2 8 4 20 6 21 1 6 1 22 1 5 14 4 16 5 1 24 1 5 16 4 12 2 4 2 8 2 8 4 20 6 20 6 23 1 5 16 5 1 23 6 19 1 6 1 24 1 5 16 4 14 4 14 5 1 22, zy
11546: 1 5 14 4 14 4 16 6 24 6 18 4 10 4 18 4 10 4 19 1 6 1 22 1 6 1 21 6 20 6 23 1 5 16 4 12 4 18 6 22 6 20 6 22 6 20 6 22 6 20 6 22 6 20 6 22 6 18 4 12 4 16 5 1 23 6 20 6 21 1 6 1 22 1 6 1 19 4 10 4 18 4 10 4 18 6 24 6 16 4 14 4 14 5 1 21 6 22 6 20 6 21 1 6 1 22 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 21 6 20 6 22 6 21, zy
11547: 1 5 14 4 14 4 16 6 24 6 18 6 24 6 18 6 23 1 6 1 19 4 8 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 12 2 4 2 8 2 8 4 19 1 6 1 23 6 18 6 24 6 18 6 24 6 16 4 14 4 14 5 1 21 4 6 2 10 2 2 2 14 4 14 4 12 2 2 2 14 4 12 2 2 2 14 4 12 4 18 6 22 6 20 6 22 6 20 6 22 6 18 4 12 4 14 2 2 2 12 4 14 2 2 2 12 4 14 4 14 2 2 2 10 2 6 4 21, zy
11548: 1 5 14 4 14 5 1 21 6 20 4 6 2 10 4 16 5 1 23 6 18 6 22 6 20 6 18 4 10 2 4 2 10 4 17 1 7 24 7 1 17 4 10 2 4 2 10 4 18 6 20 4 8 2 6 2 6 2 10 4 16 5 1 23 6 18 6 22 6 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 18 6 20 6 22 6 18 6 23 1 5 16 4 10 2 6 2 6 2 8 2 4 2 12 4 14 4 12 4 16 4 12 4 14 4 12 4 16 4 10 2 6 4 20 6 20 6 21, zy
11549: 1 5 14 4 14 5 1 22 1 5 14 4 14 5 1 22 1 6 1 19 4 8 2 6 2 8 2 6 2 6 2 8 2 4 2 12 4 14 4 12 4 16 6 24 7 1 19 6 20 6 22 7 1 17 5 1 24 1 5 16 5 1 23 6 18 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 18 6 23 1 5 16 5 1 24 1 5 17 1 7 22 6 20 6 19 1 7 24 6 16 4 12 4 14 4 12 2 4 2 8 2 6 2 6 2 8 2 6 2 8 4 19 1 6 1 22, zy
11550: 1 5 14 4 16 4 10 2 4 2 12 4 14 4 14 4 14 4 12 4 18 6 22 6 20 6 22 6 18 4 12 4 14 4 14 4 14 4 12 2 4 2 10 4 16 4 14 5 1 23 6 16 4 14 4 14 4 12 4 18 6 22 6 20 6 20 4 8 2 6 2 10 4 16 4 12 4 16 5 1 23 6 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 23 1 5 16 4 12 4 16 4 10 2 6 2 8 4 20 6 20 6 22 6 18 4 12 4 14 4 14 4 16 6 23, zy
11551: 1 5 14 4 16 4 10 2 4 2 12 4 16 6 25 1 5 18 5 1 25 6 16 4 14 5 1 22 1 6 1 21 6 20 6 22 6 20 6 22 6 20 6 22 6 20 6 21 1 6 1 22 1 5 14 4 16 6 25 1 5 18 5 1 25 6 16 4 12 2 4 2 10 4 16 4 14 5 1 23 6 18 6 24 6 18 5 1 25 6 16 4 12 2 2 2 14 4 12 4 17 1 7 24 6 18 6 24 7 1 17 4 12 4 14 2 2 2 12 4 16 6 25 1 5 18 6 24 6 18 6 23, zy
11552: 1 5 14 4 16 4 10 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 8 4 19 1 6 1 23 6 19 1 6 1 24 1 5 18 6 24 6 18 5 1 24 1 6 1 19 6 23 1 6 1 19 4 8 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 10 4 16 4 14 5 1 22 1 6 1 21 6 20 6 23 1 5 16 5 1 23 6 18 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 18 6 23 1 5 16 5 1 23 6 20 6 21 1 6 1 22, zy
11553: 1 5 14 4 16 4 10 2 6 2 8 2 6 2 8 2 6 2 8 2 8 4 19 1 6 1 23 6 20 6 21 1 6 1 22 1 5 14 4 16 4 12 4 16 4 12 4 16 4 14 5 1 22 1 6 1 21 6 20 6 23 1 6 1 19 4 8 2 8 2 6 2 8 2 6 2 8 2 6 2 10 4 16 4 14 5 1 22 1 6 1 20 1 6 1 23 6 18 4 10 2 4 2 12 4 16 4 12 4 16 4 12 4 16 4 12 2 4 2 10 4 18 6 23 1 6 1 20 1 6 1 22, zy
11554: 1 5 14 4 16 4 10 2 6 2 8 2 6 2 8 4 20 6 23 1 5 16 4 14 5 1 22 1 6 1 21 6 22 6 18 4 12 4 16 5 1 23 6 20 6 22 6 20 6 23 1 5 16 4 12 4 18 6 22 6 21 1 6 1 22 1 5 14 4 16 5 1 23 6 20 4 8 2 6 2 8 2 6 2 10 4 16 4 14 5 1 22 1 6 1 21 6 22 6 18 4 12 4 16 4 10 2 6 2 8 2 6 2 8 2 6 2 10 4 16 4 12 4 18 6 22 6 21 1 6 1 22, zy
11555: 1 5 14 4 16 4 10 2 6 2 8 4 20 6 20 4 8 2 8 4 20 6 20 4 8 2 6 2 10 4 17 1 7 24 7 1 17 4 10 2 6 2 8 4 20 6 20 4 8 2 8 4 20 6 20 4 8 2 6 2 10 4 16 4 14 5 1 23 6 18 5 1 25 7 1 19 6 22 6 20 4 8 2 6 2 8 2 6 2 10 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 10 2 6 2 8 2 6 2 8 4 20 6 22 6 19 1 7 25 1 5 18 6 23, zy
11556: 1 5 14 4 16 4 10 4 18 4 10 4 17 1 7 23 1 6 1 19 6 23 1 5 16 4 12 4 16 4 10 2 6 2 6 2 8 2 6 2 8 2 6 2 6 2 10 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 7 1 17 4 10 4 18 4 10 4 16 4 14 5 1 23 6 18 6 22 6 20 6 22 6 18 5 1 24 1 5 16 4 12 4 16 5 1 23 6 18 4 10 4 18 6 23 1 5 16 4 12 4 16 5 1 24 1 5 18 6 22 6 20 6 22 6 18 6 23, zy
11557: 1 5 14 4 16 4 10 4 20 6 20 6 21 1 6 1 23 6 18 6 23 1 6 1 21 6 19 1 7 24 6 18 4 10 4 18 6 24 7 1 19 6 21 1 6 1 23 6 18 6 23 1 6 1 21 6 20 6 20 4 10 4 16 4 14 5 1 23 6 18 6 24 6 18 6 23 1 5 14 4 16 5 1 24 1 5 16 5 1 23 6 18 4 10 2 4 2 12 4 14 4 12 2 4 2 10 4 18 6 23 1 5 16 5 1 24 1 5 16 4 14 5 1 23 6 18 6 24 6 18 6 23, zy
11558: 1 5 14 4 16 4 10 4 20 6 20 6 22 6 19 1 6 1 24 1 5 18 6 23 1 6 1 19 6 23 1 5 16 4 12 4 16 5 1 23 6 19 1 6 1 23 6 18 5 1 24 1 6 1 19 6 22 6 20 6 20 4 10 4 16 4 14 5 1 23 6 18 6 23 1 6 1 20 1 6 1 21 6 22 6 18 5 1 24 1 5 16 5 1 22 1 6 1 21 6 20 6 21 1 6 1 22 1 5 16 5 1 24 1 5 18 6 22 6 21 1 6 1 20 1 6 1 23 6 18 6 23, zy
11559: 1 5 14 4 16 4 12 4 16 4 12 4 16 4 14 4 12 4 18 6 24 6 18 6 24 6 19 1 6 1 24 1 5 18 6 24 6 18 4 10 2 6 2 6 2 10 4 18 6 24 6 18 5 1 24 1 6 1 19 6 24 6 18 6 24 6 18 4 12 4 14 4 16 4 12 4 16 4 12 4 16 4 14 5 1 22 1 6 1 21 6 20 4 8 2 8 2 4 2 12 4 16 4 12 4 18 6 22 6 22 6 18 4 12 4 16 4 12 2 4 2 8 2 8 4 20 6 21 1 6 1 22, zy
11560: 1 5 14 4 16 4 12 4 16 4 12 4 16 4 14 5 1 22 1 6 1 21 6 20 4 8 2 8 4 20 6 22 6 20 6 22 6 22 6 18 4 12 4 16 5 1 23 6 20 6 22 6 20 6 23 1 5 16 5 1 23 6 18 4 10 2 6 2 8 2 6 2 8 4 20 4 8 2 6 2 8 2 6 2 10 4 18 6 23 1 5 16 5 1 23 6 20 6 22 6 20 6 23 1 5 16 4 12 4 18 6 22 6 22 6 20 6 22 6 20 4 8 2 8 4 20 6 21 1 6 1 22, zy
11561: 1 5 14 4 16 4 12 4 16 4 12 4 16 4 14 5 1 23 6 18 4 10 2 6 2 8 4 20 6 22 6 20 6 22 6 20 6 23 1 5 16 4 12 4 16 4 14 5 1 23 6 18 5 1 24 1 5 16 5 1 23 6 18 4 10 2 6 2 8 4 20 6 22 6 20 6 22 6 20 4 8 2 6 2 10 4 18 6 23 1 5 16 5 1 24 1 5 18 6 23 1 5 14 4 16 4 12 4 16 5 1 23 6 20 6 22 6 20 6 22 6 20 4 8 2 6 2 10 4 18 6 23, zy
11562: 1 5 14 4 16 4 12 4 16 4 12 4 18 6 23 1 5 16 5 1 23 6 20 6 22 6 20 6 24 7 1 17 4 12 4 17 1 7 25 1 5 18 4 10 4 20 6 20 4 10 4 18 4 10 4 20 6 20 4 8 2 8 2 6 2 8 2 6 2 8 2 8 4 20 6 20 4 10 4 18 4 10 4 20 6 20 4 10 4 18 5 1 25 7 1 17 4 12 4 17 1 7 24 6 20 6 22 6 20 6 23 1 5 16 5 1 23 6 18 4 12 4 16 4 12 4 16 4 14 5 1 22, zy
11563: 1 5 14 4 16 4 12 4 16 4 12 4 18 6 24 6 18 6 24 6 19 1 6 1 24 1 5 18 5 1 25 7 1 17 4 12 4 18 6 22 4 6 2 10 2 4 2 10 4 19 1 6 1 23 6 18 4 10 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 10 4 18 6 23 1 6 1 19 4 10 2 4 2 10 2 6 4 22 6 18 4 12 4 17 1 7 25 1 5 18 5 1 24 1 6 1 19 6 24 6 18 6 24 6 18 4 12 4 16 4 12 4 16 4 14 5 1 22, zy
11564: 1 5 14 4 16 4 12 4 16 4 14 5 1 21 4 8 4 21 1 6 1 21 6 20 6 24 6 18 6 24 6 20 6 22 6 20 6 24 7 1 17 4 12 4 16 4 12 4 18 6 23 1 5 16 5 1 23 6 18 4 12 4 16 4 12 2 4 2 10 4 18 6 24 6 18 4 10 2 4 2 12 4 16 4 12 4 18 6 23 1 5 16 5 1 23 6 18 4 12 4 16 4 12 4 17 1 7 24 6 20 6 22 6 20 6 24 6 18 6 24 6 20 6 21 1 6 1 21 4 8 4 21, zy
11565: 1 5 14 4 16 4 12 4 17 1 7 24 6 20 6 22 6 20 6 24 7 1 17 4 12 4 16 4 14 5 1 22 1 6 1 20 1 6 1 23 6 18 5 1 24 1 5 17 1 7 24 6 18 4 10 2 6 2 8 4 20 6 23 1 5 16 4 14 5 1 21 6 23 1 5 16 4 14 4 14 4 14 4 14 4 14 4 16 5 1 23 6 21 1 5 14 4 16 5 1 23 6 20 4 8 2 6 2 10 4 18 6 24 7 1 17 5 1 24 1 5 18 6 23 1 6 1 20 1 6 1 22, zy
11566: 1 5 14 4 16 4 12 4 18 6 22 6 22 6 20 6 22 6 21 1 6 1 21 6 21 1 6 1 21 6 22 6 20 6 22 6 22 6 18 4 12 4 16 4 14 5 1 23 6 18 5 1 24 1 5 18 6 23 1 6 1 19 4 10 4 18 4 10 2 6 2 6 2 10 4 18 6 24 6 18 6 25 1 5 18 4 10 2 6 2 6 2 10 4 18 5 1 25 6 18 6 24 6 18 4 10 2 6 2 6 2 10 4 18 4 10 4 19 1 6 1 23 6 18 5 1 24 1 5 18 6 23, zy
11567: 1 5 14 4 16 5 1 23 6 20 6 22 6 20 4 8 2 6 2 10 4 18 6 24 6 18 6 24 6 18 4 10 2 6 2 8 4 20 6 22 6 20 6 23 1 5 16 4 14 5 1 21 6 23 1 5 18 6 23 1 6 1 19 4 8 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 8 4 19 1 6 1 23 6 18 5 1 24 1 5 18 6 23 1 6 1 19 4 8 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 8 4 19 1 6 1 23 6 18 5 1 23 6 21, zy
11568: 1 5 14 4 16 5 1 23 6 20 6 22 6 20 6 23 1 5 16 4 14 5 1 22 1 6 1 21 6 20 6 23 1 5 16 4 12 4 16 4 12 4 18 6 22 6 20 4 8 2 8 4 19 1 6 1 23 6 19 1 6 1 24 1 5 18 6 24 6 16 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 16 6 24 6 18 5 1 24 1 6 1 19 6 23 1 6 1 19 4 8 2 8 4 20 6 22 6 18 4 12 4 16 4 12 4 16 5 1 23 6 20 6 21 1 6 1 22, zy
11569: 1 5 14 4 16 5 1 24 1 5 16 4 12 2 4 2 8 2 8 4 19 1 6 1 23 6 18 4 12 4 14 4 16 6 25 1 5 18 5 1 25 6 16 4 14 4 12 4 18 6 23 1 6 1 19 4 8 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 14 5 1 23 6 18 6 24 6 18 4 10 2 4 2 10 2 4 2 10 2 6 4 20 4 8 2 6 2 8 2 6 2 8 2 6 2 8 4 20 4 6 2 10 2 4 2 10 2 4 2 10 4 18 6 24 6 18 6 23, zy
11570: 1 5 14 4 16 5 1 24 1 5 16 4 14 4 12 2 4 2 10 2 4 2 10 4 18 4 10 4 19 1 6 1 23 6 18 6 25 1 5 18 4 10 2 6 4 22 6 18 4 10 2 6 2 8 4 20 6 22 6 20 6 22 6 20 4 8 2 6 2 10 4 18 6 22 4 6 2 10 4 18 5 1 25 6 18 6 23 1 6 1 19 4 10 4 18 4 10 2 4 2 10 2 4 2 12 4 14 4 16 5 1 24 1 5 16 4 14 5 1 21 4 6 2 10 2 4 2 10 2 6 4 21, zy
11571: 1 5 14 4 16 5 1 24 1 5 16 4 14 4 14 4 14 4 14 4 16 6 25 1 5 18 6 25 1 5 19 1 6 1 23 6 19 1 6 1 24 1 5 18 6 24 6 18 5 1 24 1 6 1 19 6 23 1 6 1 19 5 1 25 6 18 5 1 25 6 16 4 14 4 14 4 14 4 14 4 16 5 1 24 1 5 16 4 14 5 1 21 4 8 4 21 1 6 1 21 6 20 4 8 2 8 2 6 2 8 4 20 4 8 2 6 2 8 2 8 4 20 6 21 1 6 1 21 4 8 4 21, zy
11572: 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 5 14 4 16 6 24 6 18 4 10 4 19 1 6 1 22 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 5 14 4 16 6 24 6 18 4 10 4 19 1 6 1 22 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 19 4 10 4 18 6 24 6 16 4 14 5 1 22 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 19 4 10 4 18 6 24 6 16 4 14 5 1 22, zy
11573: 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 20 1 6 1 23 6 18 5 1 24 1 6 1 19 6 23 1 5 16 5 1 23 6 18 4 10 4 20 6 20 6 23 1 5 16 4 12 4 16 4 12 2 2 2 12 2 4 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 4 2 12 2 2 2 12 4 16 4 12 4 16 5 1 23 6 20 6 20 4 10 4 18 6 23 1 5 16 5 1 23 6 19 1 6 1 24 1 5 18 6 23 1 6 1 20 1 6 1 22, zy
11574: 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 21 6 19 1 7 24 6 18 4 10 2 4 2 10 2 4 2 10 4 18 6 23 1 6 1 19 6 23 1 5 16 4 12 4 16 4 12 4 16 5 1 24 1 5 16 4 14 4 12 4 16 4 12 2 2 2 12 4 16 4 12 4 14 4 16 5 1 24 1 5 16 4 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 6 18 4 10 2 4 2 10 2 4 2 10 4 18 6 24 7 1 19 6 21 1 6 1 22, zy
11575: 1 5 14 4 16 5 1 24 1 5 16 4 14 5 1 22 1 6 1 21 6 20 6 22 6 20 6 22 6 20 6 22 6 18 4 12 4 16 5 1 23 6 20 6 21 1 6 1 21 4 6 2 10 4 18 6 23 1 6 1 19 4 8 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 12 2 4 2 8 2 8 4 19 1 6 1 23 6 18 4 10 2 6 4 21 1 6 1 21 6 20 6 23 1 5 16 4 12 4 18 6 22 6 20 6 22 6 20 6 22 6 20 6 21 1 6 1 22, zy
11576: 1 5 14 4 16 5 1 24 1 5 16 5 1 23 6 18 5 1 24 1 6 1 19 4 8 2 6 2 10 4 16 4 12 4 16 5 1 23 6 20 6 20 4 8 2 6 2 8 2 6 2 8 2 6 2 8 4 20 6 20 6 23 1 5 16 4 12 4 16 4 10 2 6 2 8 4 19 1 6 1 24 1 5 18 6 23 1 5 16 5 1 24 1 5 16 4 14 5 1 23 6 18 6 24 7 1 17 4 12 4 16 6 25 1 5 18 5 1 25 6 16 4 12 4 17 1 7 24 6 18 6 23, zy
11577: 1 5 14 4 16 5 1 24 1 5 18 6 22 6 20 4 8 4 20 6 20 6 22 6 19 1 6 1 22 1 6 1 19 6 23 1 5 18 6 22 6 20 6 20 4 8 2 6 2 8 2 6 2 8 4 20 6 20 6 22 6 19 1 6 1 22 1 6 1 19 6 22 6 20 6 20 4 8 2 6 2 8 2 6 2 8 4 20 6 20 6 22 6 18 5 1 23 6 19 1 6 1 22 1 6 1 19 6 22 6 20 6 20 4 8 4 20 6 22 6 18 5 1 24 1 5 16 4 14 5 1 22, zy
11578: 1 5 14 4 16 5 1 24 1 5 18 6 22 6 20 6 22 6 18 5 1 24 1 5 16 4 14 5 1 21 4 6 2 10 4 18 6 22 6 19 1 6 1 23 6 16 4 14 4 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 22 1 5 16 5 1 23 6 18 4 10 4 18 6 22 6 20 6 22 6 18 4 10 4 18 6 23 1 5 16 5 1 22 1 6 1 19 6 23 1 5 16 4 12 4 16 4 12 4 14 4 16 6 23 1 6 1 19 6 22 6 18 4 10 2 6 4 21, zy
